gene symbol	gene name	logFC
Map7	 microtubule-associated protein 7 	5.77276413038418
Zfp3	 zinc finger protein 3 	5.80932963867299
Chn1	 chimerin 1 	5.80956436961786
Ankrd29	 ankyrin repeat domain 29 	5.81009016709444
Bcan	 brevican 	5.86013761521704
Inpp1	 inositol polyphosphate-1-phosphatase 	5.89951643056545
Hcn2	 hyperpolarization-activated, cyclic nucleotide-gated K+ 2 	5.92049108247834
Cachd1	 cache domain containing 1 	5.94236378775464
Vill	 villin-like 	5.9512100312776
Slc16a3	 solute carrier family 16 (monocarboxylic acid transporters), member 3 	5.96321142592944
Zdhhc15	 zinc finger, DHHC domain containing 15 	5.96354616313357
Aldh1l1	 aldehyde dehydrogenase 1 family, member L1 	5.9721250562544
Zfp185	 zinc finger protein 185 	5.97237836935579
Ngfr	 nerve growth factor receptor (TNFR superfamily, member 16) 	5.99610613816822
Edaradd	 EDAR (ectodysplasin-A receptor)-associated death domain 	5.99835966049609
Tubg2	 tubulin, gamma 2 	6.03212695358636
Ache	 acetylcholinesterase 	6.05750293453468
Papss2	 3'-phosphoadenosine 5'-phosphosulfate synthase 2 	6.05866235990349
Thnsl2	 threonine synthase-like 2 (bacterial) 	6.06375256752023
Zfp449	 zinc finger protein 449 	6.08341281881933
Dennd2a	 DENN/MADD domain containing 2A 	6.11525262595984
Ttbk1	 tau tubulin kinase 1 	6.11565740095119
Adssl1	 adenylosuccinate synthetase like 1 	6.1221551981862
Xlr3a	 X-linked lymphocyte-regulated 3A 	6.1305568441748
Pygo1	 pygopus 1 	6.13408884871129
Ppp1r16b	 protein phosphatase 1, regulatory (inhibitor) subunit 16B 	6.16347747514265
1500009L16Rik	 RIKEN cDNA 1500009L16 gene 	6.20793060305083
Igfbp4	 insulin-like growth factor binding protein 4 	6.24626784597849
Cdk18	 cyclin-dependent kinase 18 	6.25656492673445
Dhtkd1	 dehydrogenase E1 and transketolase domain containing 1 	6.26432426937639
Prph	 peripherin 	6.27034028282049
Sdc3	 syndecan 3 	6.31996688113908
Zfp423	 zinc finger protein 423 	6.32721027554457
Hoxb9	 homeobox B9 	6.32890659557245
Lmx1b	 LIM homeobox transcription factor 1 beta 	6.3293085123514
Adamts14	 a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 	6.3389550288888
Ahrr	 aryl-hydrocarbon receptor repressor 	6.35884545362093
Acyp2	 acylphosphatase 2, muscle type 	6.36546916792707
Fah	 fumarylacetoacetate hydrolase 	6.38865151086492
Wdr60	 WD repeat domain 60 	6.43452402493796
Pnma2	 paraneoplastic antigen MA2 	6.43626710370301
Ranbp17	 RAN binding protein 17 	6.44700280059827
Zfp810	 zinc finger protein 810 	6.44912269656693
Cpq	 carboxypeptidase Q 	6.56852003646032
Mdga2	 MAM domain containing glycosylphosphatidylinositol anchor 2 	6.58576720334084
Adam19	 a disintegrin and metallopeptidase domain 19 (meltrin beta) 	6.59408527606682
Map1lc3a	 microtubule-associated protein 1 light chain 3 alpha 	6.61270697521716
Ctsh	 cathepsin H 	6.61635195723675
Fam81a	 family with sequence similarity 81, member A 	6.67907734860762
Gspt2	 G1 to S phase transition 2 	6.68421864211682
Trmt61b	 tRNA methyltransferase 61B 	6.69799309506255
Pxmp4	 peroxisomal membrane protein 4 	6.70725127247857
Map7d2	 MAP7 domain containing 2 	6.71472642594004
Fam234b	 family with sequence similarity 234, member B 	6.71509023983432
Pcsk9	 proprotein convertase subtilisin/kexin type 9 	6.75702306928194
Parp8	 poly (ADP-ribose) polymerase family, member 8 	6.7987874064132
Zswim5	 zinc finger SWIM-type containing 5 	6.81091999797975
Wipf1	 WAS/WASL interacting protein family, member 1 	6.89444061632874
Gpr37	 G protein-coupled receptor 37 	6.92354153110099
Hpse	 heparanase 	6.92934266494041
Dmrta2	 doublesex and mab-3 related transcription factor like family A2 	6.93231175078243
Cd302	 CD302 antigen 	6.94880664722838
Rab11fip4	 RAB11 family interacting protein 4 (class II) 	6.9543697343323
Hoxd13	 homeobox D13 	7.02123274907069
2510009E07Rik	 RIKEN cDNA 2510009E07 gene 	7.04762479774875
Morc4	 microrchidia 4 	7.04827126903226
Cyba	 cytochrome b-245, alpha polypeptide 	7.04841257008775
Lrrk2	 leucine-rich repeat kinase 2 	7.05696590013537
Bhlhb9	 basic helix-loop-helix domain containing, class B9 	7.10254760364432
Obsl1	 obscurin-like 1 	7.12824752936539
Map3k15	 mitogen-activated protein kinase kinase kinase 15 	7.16105393615915
Spata7	 spermatogenesis associated 7 	7.17090996608217
6530402F18Rik	 RIKEN cDNA 6530402F18 gene 	7.20938596570366
Pctp	 phosphatidylcholine transfer protein 	7.2179081769225
Rims2	 regulating synaptic membrane exocytosis 2 	7.26668890956545
Gtpbp10	 GTP-binding protein 10 (putative) 	7.29021125708067
Fstl1	 follistatin-like 1 	7.31093836820771
Gfpt2	 glutamine fructose-6-phosphate transaminase 2 	7.34173224394978
Uchl1	 ubiquitin carboxy-terminal hydrolase L1 	7.37272182469365
Adcy3	 adenylate cyclase 3 	7.40769865474469
Gypc	 glycophorin C 	7.44853107888214
Taf9b	 TATA-box binding protein associated factor 9B 	7.48149249014027
Pde11a	 phosphodiesterase 11A 	7.49820795729009
Htatip2	 HIV-1 Tat interactive protein 2 	7.59012247534349
Lactb2	 lactamase, beta 2 	7.67974161405365
Lmo1	 LIM domain only 1 	7.74254715833975
Sec14l2	 SEC14-like lipid binding 2 	7.75111600023346
Il13ra1	 interleukin 13 receptor, alpha 1 	7.7667320607378
Frzb	 frizzled-related protein 	7.77171075159289
Prdm11	 PR domain containing 11 	7.8100295561343
Crmp1	 collapsin response mediator protein 1 	7.81986542859356
Fzd6	 frizzled class receptor 6 	7.82977182998846
Gjb2	 gap junction protein, beta 2 	7.83089373495841
Sparcl1	 SPARC-like 1 	7.85216508628064
Tysnd1	 trypsin domain containing 1 	7.87264870372078
2210016F16Rik	 RIKEN cDNA 2210016F16 gene 	7.89189587108687
Dnajc22	 DnaJ heat shock protein family (Hsp40) member C22 	7.9562376139103
Card14	 caspase recruitment domain family, member 14 	7.99842984526783
Armcx2	 armadillo repeat containing, X-linked 2 	8.06787549936091
Xlr3c	 X-linked lymphocyte-regulated 3C 	8.07346170622203
Scarf2	 scavenger receptor class F, member 2 	8.07400148143192
Tbx15	 T-box 15 	8.14418896949195
Tspan13	 tetraspanin 13 	8.15663037670856
Epha3	 Eph receptor A3 	8.17035995032844
Pmp22	 peripheral myelin protein 22 	8.20330413326427
Hoxa10	 homeobox A10 	8.20821777391172
Cbr3	 carbonyl reductase 3 	8.22935078847862
Fndc3c1	 fibronectin type III domain containing 3C1 	8.3533099520993
Acvrl1	 activin A receptor, type II-like 1 	8.40265470639267
Ddx19b	 DEAD (Asp-Glu-Ala-Asp) box polypeptide 19b 	8.43255523836065
Dock11	 dedicator of cytokinesis 11 	8.59066128888333
Phgdh	 3-phosphoglycerate dehydrogenase 	8.68415777387094
Akr1b8	 aldo-keto reductase family 1, member B8 	8.82881890534974
Itga4	 integrin alpha 4 	8.99563454952167
Chchd10	 coiled-coil-helix-coiled-coil-helix domain containing 10 	9.26278006018851
Fam174b	 family with sequence similarity 174, member B 	9.42684407597258
Marcksl1	 MARCKS-like 1 	9.62855838493752
Klhl13	 kelch-like 13 	9.73501216710531
Galk1	 galactokinase 1 	10.0895578394498
Fkbp6	 FK506 binding protein 6 	10.7882111902866
Nup210	 nucleoporin 210 	11.0766357661361
