RefSeq_id	gene_symbol	gene_name	distance_to_TSS	TSS_strand	chr	start	end	CpG_strand	pvalue	qvalue	difference_of_methylation	number_of_CpGs
NM_021342	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	-89	+	chr1	78816860	78816860	-	1.75147028869242e-33	1.70877049771391e-31	73.1578947368421	3
NM_021342	Kcne4	potassium voltage-gated channel, Isk-related subfamily, gene 4	-85	+	chr1	78816864	78816864	+	7.87366301420894e-16	3.61204730576006e-14	38.7441860465116	3
NM_010933	Nppc	natriuretic peptide type C	319	-	chr1	86670255	86670255	-	2.4004038022891e-29	2.01170189614205e-27	49.7538430623932	7
NM_010933	Nppc	natriuretic peptide type C	221	-	chr1	86670353	86670353	-	0.000140847387701843	0.0024569408048363	53.5245872209029	7
NM_010933	Nppc	natriuretic peptide type C	177	-	chr1	86670397	86670397	+	4.10409118046434e-27	3.14667970053065e-25	26.7216642754663	7
NM_010933	Nppc	natriuretic peptide type C	-96	-	chr1	86670668	86670668	-	1.31537562763504e-18	6.95632511456404e-17	48.421275694003	7
NM_010933	Nppc	natriuretic peptide type C	-97	-	chr1	86670669	86670669	+	1.99083482613023e-13	8.00230861672574e-12	43.969337645227	7
NM_010933	Nppc	natriuretic peptide type C	-98	-	chr1	86670670	86670670	-	1.16255851895225e-07	3.19063288383053e-06	29.3859190291872	7
NM_010933	Nppc	natriuretic peptide type C	-197	-	chr1	86670769	86670769	-	0.000509872193820514	0.00673736094932094	38.7622720897616	7
NM_001277925	Ecel1	endothelin converting enzyme-like 1	251	-	chr1	87155886	87155886	-	0.000331981541277292	0.00487253201981304	69.9196326061998	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	202	-	chr1	87155935	87155935	+	0.000182496380631487	0.00303664631737404	79.4378915288673	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	188	-	chr1	87155949	87155949	+	0.000216132317932165	0.00347542014280089	43.1565788219729	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	136	-	chr1	87156001	87156001	-	1.33561073103064e-14	5.7231320719422e-13	28.8705420864011	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	14	-	chr1	87156123	87156123	+	1.60158997709822e-17	8.01652258053255e-16	27.691703555619	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	-5	-	chr1	87156140	87156140	-	0.000727489906812979	0.00876265810850296	47.9135338345865	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	-10	-	chr1	87156145	87156145	-	0.00034261529347385	0.00499048086382927	67.4762687596118	8
NM_001277925	Ecel1	endothelin converting enzyme-like 1	-15	-	chr1	87156150	87156150	-	3.95476956236867e-18	2.0405708099099e-16	50.9726656025539	8
NM_178779	Rnf152	ring finger protein 152	296	-	chr1	105356415	105356415	+	6.07651374021048e-14	2.51508531599601e-12	47.414144156373	3
NM_178779	Rnf152	ring finger protein 152	295	-	chr1	105356416	105356416	-	6.35231320869789e-14	2.62587587967668e-12	49.4107341933429	3
NM_178779	Rnf152	ring finger protein 152	98	-	chr1	105356613	105356613	-	3.07773778389697e-05	0.00064955565757271	34.9298813376483	3
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	8	+	chr1	105780729	105780729	-	2.58911201739104e-14	1.09240602166493e-12	54.8860759493671	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	16	+	chr1	105780737	105780737	+	7.08018208041291e-15	3.08476846225598e-13	55.5267254800208	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	20	+	chr1	105780741	105780741	+	1.02007941934276e-10	3.47298137903359e-09	42.828947368421	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	52	+	chr1	105780773	105780773	+	2.30896759618837e-06	5.6519984946718e-05	27.749811225774	4
NM_009911	Cxcr4	chemokine (C-X-C motif) receptor 4	46	-	chr1	128592254	128592254	+	0.000571196333982689	0.00733414366539487	27.6922432568269	3
NM_009911	Cxcr4	chemokine (C-X-C motif) receptor 4	-52	-	chr1	128592350	128592350	+	1.16678360953481e-13	4.75240240887938e-12	28.741711701353	3
NM_009911	Cxcr4	chemokine (C-X-C motif) receptor 4	-58	-	chr1	128592356	128592356	+	1.73485933146149e-08	5.07658991035135e-07	25.0787460626969	3
NM_175443	Etnk2	ethanolamine kinase 2	337	+	chr1	133363907	133363907	+	1.97735668044331e-13	7.94892326364487e-12	29.4879353641227	3
NM_175443	Etnk2	ethanolamine kinase 2	413	+	chr1	133363983	133363983	+	0.000796343259912126	0.00936470679407342	44.6316262353998	3
NM_175443	Etnk2	ethanolamine kinase 2	417	+	chr1	133363987	133363987	+	1.13236535038467e-31	1.03818002839992e-29	48.566763425254	3
NM_009307	Syt2	synaptotagmin II	64	+	chr1	134646743	134646743	-	1.34326068702754e-21	8.14887803149903e-20	50.1160305343511	4
NM_009307	Syt2	synaptotagmin II	97	+	chr1	134646776	134646776	+	9.26997517943695e-08	2.5655798337317e-06	34.7602739726027	4
NM_009307	Syt2	synaptotagmin II	139	+	chr1	134646818	134646818	+	4.52103378040762e-06	0.000107470021568081	39.0238095238095	4
NM_009307	Syt2	synaptotagmin II	307	+	chr1	134646986	134646986	-	3.20447310525202e-10	1.05614760664555e-08	56.82261208577	4
NM_011267	Rgs16	regulator of G-protein signaling 16	3	+	chr1	153740354	153740354	+	0.000788416275710153	0.00929608818678934	26.4106203826177	3
NM_011267	Rgs16	regulator of G-protein signaling 16	238	+	chr1	153740589	153740589	-	7.26785369447406e-14	2.99529255475261e-12	26.0746351328722	3
NM_011267	Rgs16	regulator of G-protein signaling 16	240	+	chr1	153740591	153740591	-	1.06657177948355e-16	5.12668966228367e-15	31.7149427663368	3
NM_001081227	Stum	mechanosensory transduction mediator	284	-	chr1	180483221	180483221	+	1.28932761037831e-48	2.07292580066808e-46	70.9384954667974	12
NM_001081227	Stum	mechanosensory transduction mediator	283	-	chr1	180483222	180483222	-	9.24988842659355e-05	0.00172739396198886	68.1950311123223	12
NM_001081227	Stum	mechanosensory transduction mediator	282	-	chr1	180483223	180483223	+	1.73675851672369e-27	1.35239791674033e-25	60.2083333333333	12
NM_001081227	Stum	mechanosensory transduction mediator	271	-	chr1	180483234	180483234	-	2.00662069798974e-85	8.3901449728848e-83	73.1202435312024	12
NM_001081227	Stum	mechanosensory transduction mediator	255	-	chr1	180483250	180483250	-	2.55321209991406e-28	2.05676118689637e-26	44.7789115646259	12
NM_001081227	Stum	mechanosensory transduction mediator	96	-	chr1	180483409	180483409	+	2.46329166848636e-11	8.73828011392221e-10	39.8856209150327	12
NM_001081227	Stum	mechanosensory transduction mediator	94	-	chr1	180483411	180483411	+	1.27164323726221e-10	4.30244190918663e-09	38.558275320009	12
NM_001081227	Stum	mechanosensory transduction mediator	93	-	chr1	180483412	180483412	-	2.35750589536821e-17	1.17188230507434e-15	43.8047666619095	12
NM_001081227	Stum	mechanosensory transduction mediator	86	-	chr1	180483419	180483419	-	5.21296701275007e-34	5.18098793953055e-32	60.3224685152009	12
NM_001081227	Stum	mechanosensory transduction mediator	64	-	chr1	180483441	180483441	-	2.66382939647625e-17	1.3198468494737e-15	41.6890681003584	12
NM_001081227	Stum	mechanosensory transduction mediator	60	-	chr1	180483445	180483445	+	6.88381950986993e-15	3.0014815135082e-13	43.4193230364772	12
NM_001081227	Stum	mechanosensory transduction mediator	41	-	chr1	180483464	180483464	-	5.09355798480119e-20	2.87999351132712e-18	41.6090672612412	12
NM_144796	Susd4	sushi domain containing 4	-269	+	chr1	182764637	182764637	-	4.86355483640062e-12	1.80114931409559e-10	66.1111111111111	5
NM_144796	Susd4	sushi domain containing 4	-248	+	chr1	182764658	182764658	+	9.22605058150284e-34	9.09559619203334e-32	37.5079365079365	5
NM_144796	Susd4	sushi domain containing 4	-202	+	chr1	182764704	182764704	-	0.00030849262036269	0.00460179907043165	44.1717570966583	5
NM_144796	Susd4	sushi domain containing 4	-192	+	chr1	182764714	182764714	-	7.04888594535702e-35	7.21148398461308e-33	40.0096141240222	5
NM_144796	Susd4	sushi domain containing 4	363	+	chr1	182765267	182765267	+	0.000395284549932837	0.00556629950703587	46.1688125894134	5
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	459	+	chr10	3366607	3366607	-	1.26228448996904e-08	3.7335925253434e-07	36.9565217391304	3
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	462	+	chr10	3366610	3366610	-	2.29935894719248e-06	5.62916029761942e-05	27.2727272727273	3
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	488	+	chr10	3366636	3366636	-	4.56599816429402e-13	1.7968027062521e-11	54.3478260869565	3
NM_026405	Rab32	RAB32, member RAS oncogene family	170	-	chr10	10558038	10558038	+	0.000241688893936996	0.00379718065987111	82.1967654986523	11
NM_026405	Rab32	RAB32, member RAS oncogene family	150	-	chr10	10558058	10558058	+	1.9527095745945e-27	1.51777721172976e-25	45.5882352941176	11
NM_026405	Rab32	RAB32, member RAS oncogene family	129	-	chr10	10558079	10558079	+	1.64019276797722e-27	1.2795465463296e-25	45.6521739130435	11
NM_026405	Rab32	RAB32, member RAS oncogene family	65	-	chr10	10558143	10558143	-	1.86972689963828e-65	4.76614484474147e-63	78.7234042553192	11
NM_026405	Rab32	RAB32, member RAS oncogene family	61	-	chr10	10558147	10558147	-	5.26158615690818e-71	1.54840882174643e-68	82.4468085106383	11
NM_026405	Rab32	RAB32, member RAS oncogene family	59	-	chr10	10558149	10558149	-	0.000119003138769879	0.00213798560433957	74.7368421052632	11
NM_026405	Rab32	RAB32, member RAS oncogene family	49	-	chr10	10558159	10558159	-	0.000296879647105105	0.00446751062637912	73.2984293193717	11
NM_026405	Rab32	RAB32, member RAS oncogene family	41	-	chr10	10558167	10558167	-	0.000182763354978922	0.00304027452057453	65.7894736842105	11
NM_026405	Rab32	RAB32, member RAS oncogene family	36	-	chr10	10558172	10558172	+	0.000801093226152779	0.00940512181432359	43.6628945801072	11
NM_026405	Rab32	RAB32, member RAS oncogene family	24	-	chr10	10558184	10558184	+	5.5713223148644e-105	3.594721546802e-102	83.9346483963259	11
NM_026405	Rab32	RAB32, member RAS oncogene family	22	-	chr10	10558186	10558186	+	2.05288495903466e-75	6.83291685204227e-73	67.7798049889334	11
NM_009538	Plagl1	pleiomorphic adenoma gene-like 1	-23	+	chr10	13090765	13090765	-	1.06630921477783e-09	3.39620455480556e-08	25.9021947267639	4
NM_009538	Plagl1	pleiomorphic adenoma gene-like 1	7	+	chr10	13090793	13090793	-	1.45801698794308e-09	4.60494322600003e-08	25.5906089508437	4
NM_009538	Plagl1	pleiomorphic adenoma gene-like 1	27	+	chr10	13090813	13090813	+	3.3168687687312e-16	1.54995809480632e-14	31.2857142857143	4
NM_009538	Plagl1	pleiomorphic adenoma gene-like 1	28	+	chr10	13090814	13090814	-	2.6358392908335e-10	8.73402316805622e-09	26.8251630549127	4
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	-21	+	chr10	13090824	13090824	+	1.14536628920281e-18	6.07672902650133e-17	32.7586206896552	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	-4	+	chr10	13090841	13090841	+	1.15112054331984e-18	6.10685708147795e-17	32.7683615819209	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	-3	+	chr10	13090842	13090842	-	3.30418934043281e-26	2.43537403338804e-24	37.5	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	9	+	chr10	13090852	13090852	+	5.12318811693587e-19	2.76347646968695e-17	33.1428571428571	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	10	+	chr10	13090853	13090853	-	8.7969531692291e-27	6.65010357798433e-25	37.7777777777778	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	17	+	chr10	13090860	13090860	+	3.11849695204501e-18	1.61816871519766e-16	32.3699421965318	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	18	+	chr10	13090861	13090861	-	1.78363858798856e-27	1.38810016385903e-25	38.8888888888889	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	22	+	chr10	13090865	13090865	-	3.13693855335911e-26	2.3148464756881e-24	37.6404494382022	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	32	+	chr10	13090875	13090875	-	3.64077986323736e-28	2.91310660616429e-26	40	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	36	+	chr10	13090879	13090879	-	6.05440691773511e-28	4.80294001145489e-26	39.5480225988701	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	38	+	chr10	13090881	13090881	-	1.41552427724912e-24	9.71933810732317e-23	35.195530726257	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	44	+	chr10	13090887	13090887	+	0.00067234817223047	0.00827466058262966	37.7302607816225	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	45	+	chr10	13090888	13090888	-	7.63105965837735e-27	5.78443816058243e-25	38.2022471910112	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	50	+	chr10	13090893	13090893	+	2.00116801901159e-31	1.81576014727213e-29	38.5218324982105	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	52	+	chr10	13090895	13090895	+	7.51009478488067e-28	5.93616305921721e-26	38.0088876146789	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	76	+	chr10	13090919	13090919	+	8.15061978663342e-27	6.17190065589295e-25	36.7644953471725	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	91	+	chr10	13090934	13090934	+	1.12494043590971e-30	9.93784334835849e-29	38.7283018867925	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	94	+	chr10	13090937	13090937	+	2.24644711734053e-27	1.74206692326767e-25	35.9622090665802	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	115	+	chr10	13090958	13090958	-	0.000592098666743833	0.00753237021489573	38.1419234360411	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	130	+	chr10	13090973	13090973	-	0.000510325290280196	0.00674209348709952	38.2911392405063	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	197	+	chr10	13091040	13091040	+	7.40592194183457e-36	7.85944085683008e-34	43.2501264968797	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	208	+	chr10	13091051	13091051	+	0.00029116484641059	0.0043987768708926	43.3872672575006	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	219	+	chr10	13091062	13091062	+	3.89436512248237e-39	4.64342747798476e-37	43.8115849359763	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	220	+	chr10	13091063	13091063	-	2.9353543670571e-39	3.51813047117099e-37	46.2962962962963	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	224	+	chr10	13091067	13091067	+	0.000323701117163301	0.00477572868620081	43.7811778097693	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	226	+	chr10	13091069	13091069	+	5.5513406218929e-41	7.02891831989926e-39	43.9516129032258	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	227	+	chr10	13091070	13091070	-	6.00123170353291e-36	6.39224438119555e-34	44.4609788359788	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	242	+	chr10	13091085	13091085	+	0.000653891161302678	0.0081045529352385	42.9452315220446	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	243	+	chr10	13091086	13091086	-	6.34687463980482e-21	3.74295027941412e-19	37.8148148148148	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	244	+	chr10	13091087	13091087	+	2.79938467016381e-42	3.71144219936178e-40	44.9799196787149	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	261	+	chr10	13091104	13091104	-	7.16728369274229e-37	7.90528549346485e-35	45.5629610999329	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	268	+	chr10	13091111	13091111	+	0.00081868563673784	0.00955080660238306	45.8741258741259	33
NR_131912	Hymai	hydatidiform mole associated and imprinted transcript	269	+	chr10	13091112	13091112	-	0.000363089235050934	0.00521465173213652	44.9404761904762	33
NM_008580	Map3k5	mitogen-activated protein kinase kinase kinase 5	-400	+	chr10	19934126	19934126	+	1.18699191854947e-11	4.2929285540548e-10	30.4304391260913	4
NM_008580	Map3k5	mitogen-activated protein kinase kinase kinase 5	-373	+	chr10	19934153	19934153	-	3.51322473407677e-20	2.00058623185805e-18	42.3357664233577	4
NM_008580	Map3k5	mitogen-activated protein kinase kinase kinase 5	-350	+	chr10	19934176	19934176	-	4.07235941972524e-18	2.09963516492004e-16	39.0977443609023	4
NM_008580	Map3k5	mitogen-activated protein kinase kinase kinase 5	-284	+	chr10	19934242	19934242	+	6.51834320401228e-09	1.96830441657449e-07	29.2978868438991	4
NM_008635	Map7	microtubule-associated protein 7	-73	+	chr10	20148847	20148847	-	2.32662563768037e-10	7.73958340413179e-09	34.7323600973236	3
NM_001198635	Map7	microtubule-associated protein 7	13	+	chr10	20148931	20148931	-	4.45423717420605e-09	1.3596563326602e-07	30.7906388361796	3
NM_001198635	Map7	microtubule-associated protein 7	348	+	chr10	20149266	20149266	-	1.97609131209196e-08	5.75414154617187e-07	25.9744861800142	3
NM_001198914	Myb	myeloblastosis oncogene	330	-	chr10	21160655	21160655	+	0.000294683301903359	0.00444090838131764	53.1365313653137	4
NM_001198914	Myb	myeloblastosis oncogene	312	-	chr10	21160673	21160673	+	1.29402676381719e-42	1.73297870224227e-40	43.1226765799257	4
NM_001198914	Myb	myeloblastosis oncogene	311	-	chr10	21160674	21160674	-	6.28280152492077e-39	7.42007915581194e-37	37.5384615384615	4
NM_010848	Myb	myeloblastosis oncogene	-259	-	chr10	21161242	21161242	-	8.09588716297506e-12	2.95565139774872e-10	32.133466883686	4
NM_001308327	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	249	-	chr10	24711911	24711911	-	8.59551135321914e-07	2.19254576802631e-05	29.8499061913696	5
NM_001308327	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	210	-	chr10	24711950	24711950	-	8.11595295877427e-09	2.4333516222131e-07	39.8164084911073	5
NM_001308327	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	205	-	chr10	24711955	24711955	-	5.77866397292887e-11	1.99875180537048e-09	38.0952380952381	5
NM_001308327	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	176	-	chr10	24711984	24711984	+	5.28126927588067e-23	3.41138854308341e-21	46.6886902448504	5
NM_001308327	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	163	-	chr10	24711997	24711997	+	4.89842306460667e-23	3.16916068941685e-21	42.1451914098973	5
