RefSeq_id	gene_symbol	gene_name	distance_to_TSS	TSS_strand	chr	start	end	CpG_strand	pvalue	qvalue	difference_of_methylation	number_of_CpGs
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	-73	+	chr1	61638751	61638751	+	1.41235100067089e-13	1.86240599633598e-11	-34.7052501691677	7
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	-63	+	chr1	61638761	61638761	+	9.26215273624244e-10	7.2809914904124e-08	-28.4807496127253	7
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	17	+	chr1	61638839	61638839	-	8.43135239032659e-21	2.49963642200657e-18	-35	7
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	28	+	chr1	61638850	61638850	+	1.228940660307e-09	9.47516935233349e-08	-26.3500653106923	7
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	82	+	chr1	61638904	61638904	+	6.44939756874453e-25	2.78311097579395e-22	-51.6236067263707	7
NM_001081050	Pard3b	par-3 family cell polarity regulator beta	263	+	chr1	61639085	61639085	+	0.000116146135733909	0.00352267261371957	-58.6574598550646	7
NM_010544	Ihh	Indian hedgehog	435	-	chr1	74951238	74951238	+	2.33020111226123e-13	2.98730161352501e-11	-31.7229166056845	7
NM_010544	Ihh	Indian hedgehog	425	-	chr1	74951248	74951248	+	2.95891615926336e-23	1.10742602862835e-20	-36.6999630040696	7
NM_010544	Ihh	Indian hedgehog	400	-	chr1	74951273	74951273	+	0.000368050808940672	0.00948237887670397	-55.703125	7
NM_010544	Ihh	Indian hedgehog	285	-	chr1	74951388	74951388	-	3.14212377577275e-06	0.000135966093071709	-28.9671020803096	7
NM_010544	Ihh	Indian hedgehog	242	-	chr1	74951431	74951431	-	0.000217523673105917	0.00607029928869448	-56.2530712530713	7
NM_010544	Ihh	Indian hedgehog	57	-	chr1	74951616	74951616	+	1.35188472942591e-14	2.03658345039871e-12	-37.7777777777778	7
NM_010544	Ihh	Indian hedgehog	52	-	chr1	74951621	74951621	+	5.90608089271229e-08	3.5004165976981e-06	-27.1371963102507	7
NR_039588	Mir5126	microRNA 5126	0	+	chr1	84695839	84695839	-	1.06831199975551e-09	8.32672413832078e-08	-37.3883161512028	3
NR_039588	Mir5126	microRNA 5126	12	+	chr1	84695849	84695849	-	9.83559937901922e-05	0.00304659220158202	-36.8782161234991	3
NR_039588	Mir5126	microRNA 5126	129	+	chr1	84695966	84695966	+	1.51909743943387e-11	1.53791599637442e-09	-29.3842299578059	3
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	5	+	chr1	105780726	105780726	+	1.18451471474537e-06	5.57176895066365e-05	-27.1721677074041	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	20	+	chr1	105780741	105780741	+	1.28568409840085e-08	8.45685155071215e-07	-32.9012614180078	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	47	+	chr1	105780768	105780768	-	1.19791339589212e-06	5.62804596063583e-05	-25.3440204284296	4
NM_009399	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	52	+	chr1	105780773	105780773	+	1.02860036009217e-05	0.000400263585384303	-25.6387993053833	4
NM_207233	C1ql2	complement component 1, q subcomponent-like 2	-93	+	chr1	120340489	120340489	+	1.05063650109288e-36	1.27533492907168e-33	-47.8337754199823	5
NM_207233	C1ql2	complement component 1, q subcomponent-like 2	-90	+	chr1	120340492	120340492	+	1.05910971702493e-44	2.41181011802476e-41	-40.8294930875576	5
NM_207233	C1ql2	complement component 1, q subcomponent-like 2	-88	+	chr1	120340494	120340494	+	2.34340313997139e-35	2.5281241116114e-32	-40.2783171521036	5
NM_207233	C1ql2	complement component 1, q subcomponent-like 2	163	+	chr1	120340743	120340743	-	2.62829648990129e-28	1.51326188105931e-25	-29.8902443688095	5
NM_207233	C1ql2	complement component 1, q subcomponent-like 2	451	+	chr1	120341031	120341031	-	5.91818543693104e-10	4.79106425914222e-08	-33.5779816513762	5
NM_010016	Cd55	CD55 molecule, decay accelerating factor for complement	199	-	chr1	130462546	130462546	-	0.000310539802179904	0.00823166304022893	-47.204767063922	3
NM_010016	Cd55	CD55 molecule, decay accelerating factor for complement	50	-	chr1	130462695	130462695	+	2.58351788673702e-07	1.37808790214464e-05	-30.4290602790208	3
NM_010016	Cd55	CD55 molecule, decay accelerating factor for complement	-119	-	chr1	130462862	130462862	-	3.68529961042801e-15	5.93956577716086e-13	-33.5851648351648	3
NM_010732	Lrrn2	leucine rich repeat protein 2, neuronal	18	+	chr1	132880371	132880371	-	0.000388456475331848	0.00991604672833815	-33.9285714285714	4
NM_010732	Lrrn2	leucine rich repeat protein 2, neuronal	42	+	chr1	132880395	132880395	-	6.56816805129591e-05	0.00212933967930145	-29.0909090909091	4
NM_010732	Lrrn2	leucine rich repeat protein 2, neuronal	317	+	chr1	132880670	132880670	+	3.3803746498739e-25	1.49690544187278e-22	-38.1270226537217	4
NM_010732	Lrrn2	leucine rich repeat protein 2, neuronal	319	+	chr1	132880672	132880672	+	3.9415676803232e-15	6.33248769213675e-13	-31.68307013412	4
NM_175443	Etnk2	ethanolamine kinase 2	-51	+	chr1	133363521	133363521	-	2.92177577141917e-12	3.24706413951522e-10	-30.5889033095393	5
NM_175443	Etnk2	ethanolamine kinase 2	341	+	chr1	133363911	133363911	-	9.95695174951175e-16	1.71389196650955e-13	-28.2409850483729	5
NM_175443	Etnk2	ethanolamine kinase 2	356	+	chr1	133363926	133363926	-	1.94682770644238e-16	3.64001428767685e-14	-28.7615643789207	5
NM_175443	Etnk2	ethanolamine kinase 2	361	+	chr1	133363931	133363931	-	2.59835496127608e-18	5.99288669516211e-16	-30.3718733770547	5
NM_175443	Etnk2	ethanolamine kinase 2	417	+	chr1	133363987	133363987	+	3.8659084772208e-19	9.76159713010159e-17	-26.978050630511	5
NM_010712	Lhx4	LIM homeobox protein 4	226	-	chr1	155741802	155741802	-	5.75281889298803e-32	4.59725206664664e-29	-43.4027777777778	6
NM_010712	Lhx4	LIM homeobox protein 4	218	-	chr1	155741810	155741810	-	2.36736810420427e-22	8.16946225299968e-20	-28.4459637859396	6
NM_010712	Lhx4	LIM homeobox protein 4	210	-	chr1	155741818	155741818	-	3.53817521033696e-18	8.06779439225674e-16	-26.8144499178982	6
NM_010712	Lhx4	LIM homeobox protein 4	-256	-	chr1	155742282	155742282	-	2.57329847651883e-80	5.69464854516125e-76	-56.1003899792681	6
NM_010712	Lhx4	LIM homeobox protein 4	-268	-	chr1	155742294	155742294	-	1.54337892111102e-31	1.18613515661668e-28	-27.1318745229181	6
NM_010712	Lhx4	LIM homeobox protein 4	-481	-	chr1	155742507	155742507	+	3.36325874316116e-11	3.24178762429747e-09	-38.1530070061598	6
NM_001083121	Enah	ENAH actin regulator	-387	-	chr1	182020366	182020366	+	3.59834953476381e-20	1.00277503244935e-17	-50.7779646761985	3
NM_001083121	Enah	ENAH actin regulator	-398	-	chr1	182020377	182020377	+	1.54612864428003e-06	7.10923260011669e-05	-29.1869469026549	3
NM_001083121	Enah	ENAH actin regulator	-400	-	chr1	182020379	182020379	+	1.88474941370081e-09	1.41288391976816e-07	-35.2235772357724	3
NM_001033286	Slc30a10	solute carrier family 30, member 10	42	+	chr1	185454888	185454888	+	1.9311284709028e-20	5.53347012308593e-18	-25.1384235165514	3
NM_001033286	Slc30a10	solute carrier family 30, member 10	91	+	chr1	185454937	185454937	+	0.000155802211204486	0.0045543361366341	-40.771306965639	3
NM_001033286	Slc30a10	solute carrier family 30, member 10	197	+	chr1	185455043	185455043	-	1.29810334776515e-07	7.28440870438114e-06	-29.3175334649989	3
NR_040305	Gm2061	predicted gene 2061	334	-	chr1	185455235	185455235	-	0.000106450567864158	0.00326556151792173	-64.869904229172	7
NR_040305	Gm2061	predicted gene 2061	326	-	chr1	185455243	185455243	+	8.1991278237616e-30	5.39767007706801e-27	-54.7453670346139	7
NR_040305	Gm2061	predicted gene 2061	324	-	chr1	185455245	185455245	+	3.86548645705462e-17	7.8331760272937e-15	-38.8176908480514	7
NR_040305	Gm2061	predicted gene 2061	322	-	chr1	185455247	185455247	+	2.97080255939126e-59	1.89924674630831e-55	-79.578711352372	7
NR_040305	Gm2061	predicted gene 2061	319	-	chr1	185455250	185455250	+	6.71656837122307e-22	2.23297634313449e-19	-44.9920508744038	7
NR_040305	Gm2061	predicted gene 2061	317	-	chr1	185455252	185455252	+	2.17516855926276e-14	3.19377785745541e-12	-36.5004950206744	7
NR_040305	Gm2061	predicted gene 2061	310	-	chr1	185455259	185455259	+	3.13601927180637e-11	3.03529793484062e-09	-27.9336661502267	7
NM_008882	Plxna2	plexin A2	-106	+	chr1	194619723	194619723	+	1.27471035514827e-25	5.83945055628412e-23	-25.015609669075	9
NM_008882	Plxna2	plexin A2	-97	+	chr1	194619732	194619732	+	4.7587691834916e-25	2.07639380011751e-22	-25.1497267759563	9
NM_008882	Plxna2	plexin A2	-64	+	chr1	194619765	194619765	-	1.27170703160364e-22	4.49635573170936e-20	-30.7317073170732	9
NM_008882	Plxna2	plexin A2	-62	+	chr1	194619767	194619767	-	6.13968358552542e-23	2.23785490248535e-20	-31.3725490196078	9
NM_008882	Plxna2	plexin A2	122	+	chr1	194619949	194619949	-	5.38572005815258e-24	2.14202932418439e-21	-25.7372502405615	9
NM_008882	Plxna2	plexin A2	130	+	chr1	194619957	194619957	-	8.69959652263757e-24	3.40820715634635e-21	-25.5152317134974	9
NM_008882	Plxna2	plexin A2	149	+	chr1	194619976	194619976	-	9.56766672777881e-23	3.42066184519848e-20	-26.5423728813559	9
NM_008882	Plxna2	plexin A2	371	+	chr1	194620198	194620198	-	0.000350918745324543	0.00912159136786839	-25.8278145695364	9
NM_008882	Plxna2	plexin A2	411	+	chr1	194620238	194620238	-	0.000344092750421666	0.00897199244275676	-26.9315673289183	9
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	287	+	chr10	3366435	3366435	+	7.58451315728456e-07	3.70389615309756e-05	-30.7692307692308	4
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	459	+	chr10	3366607	3366607	-	1.05981248732327e-07	6.02279955354891e-06	-36.9565217391304	4
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	462	+	chr10	3366610	3366610	-	9.13991605683267e-06	0.000359408733196138	-27.2727272727273	4
NM_133485	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c	488	+	chr10	3366636	3366636	-	1.55180395717182e-11	1.56863562764789e-09	-54.3478260869565	4
NM_026405	Rab32	RAB32, member RAS oncogene family	170	-	chr10	10558038	10558038	+	0.000104904269675554	0.00322393914174596	-82.4223602484472	7
NM_026405	Rab32	RAB32, member RAS oncogene family	150	-	chr10	10558058	10558058	+	1.38154067867752e-29	8.93148722667523e-27	-45.5882352941176	7
NM_026405	Rab32	RAB32, member RAS oncogene family	129	-	chr10	10558079	10558079	+	8.68020866643955e-30	5.68402691014641e-27	-45.6521739130435	7
NM_026405	Rab32	RAB32, member RAS oncogene family	61	-	chr10	10558147	10558147	-	0.000101252906121309	0.00312432641629618	-81.6468085106383	7
NM_026405	Rab32	RAB32, member RAS oncogene family	41	-	chr10	10558167	10558167	-	0.000343103679431422	0.00894996780155292	-64.1830479813993	7
NM_026405	Rab32	RAB32, member RAS oncogene family	24	-	chr10	10558184	10558184	+	5.83964858619967e-98	2.65261659620089e-93	-82.5612629241135	7
NM_026405	Rab32	RAB32, member RAS oncogene family	22	-	chr10	10558186	10558186	+	0.000105586915754449	0.00324194825504724	-67.4302292198667	7
NM_001198914	Myb	myeloblastosis oncogene	312	-	chr10	21160673	21160673	+	5.49444805191382e-47	1.46359336362512e-43	-43.1226765799257	4
NM_001198914	Myb	myeloblastosis oncogene	311	-	chr10	21160674	21160674	-	4.96510798154325e-43	1.01304724728042e-39	-37.5384615384615	4
NM_010848	Myb	myeloblastosis oncogene	-259	-	chr10	21161242	21161242	-	1.07827905897338e-20	3.15678541898112e-18	-41.305205754673	4
NM_010848	Myb	myeloblastosis oncogene	-307	-	chr10	21161290	21161290	-	7.68680413551123e-33	6.71475607341173e-30	-54.7296333285775	4
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-207	-	chr10	23350109	23350109	+	2.16453197401584e-24	8.91279868936575e-22	-79.2664092664093	6
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-208	-	chr10	23350110	23350110	-	6.46660552066541e-16	1.13598075709527e-13	-64.9975926817525	6
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-229	-	chr10	23350131	23350131	-	9.92700883325192e-08	5.6694095844942e-06	-35.1101634683724	6
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-236	-	chr10	23350138	23350138	-	1.3842032036479e-18	3.27750745014855e-16	-71.4492055849783	6
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-279	-	chr10	23350181	23350181	+	2.35978089504615e-20	6.69725184804777e-18	-41.2019230769231	6
NM_010167	Eya4	EYA transcriptional coactivator and phosphatase 4	-465	-	chr10	23350367	23350367	+	3.21440536774272e-06	0.000138843257686783	-27.3639912792172	6
NM_001146349	Rnf217	ring finger protein 217	465	-	chr10	31609261	31609261	+	9.63330575884006e-13	1.13860971873232e-10	-33.3333333333333	9
NM_001146349	Rnf217	ring finger protein 217	459	-	chr10	31609267	31609267	+	4.57556233837663e-10	3.76309157432288e-08	-26.2626262626263	9
NM_001146349	Rnf217	ring finger protein 217	321	-	chr10	31609405	31609405	-	1.28367726216639e-13	1.70340016969265e-11	-41.1764705882353	9
NM_001146349	Rnf217	ring finger protein 217	309	-	chr10	31609417	31609417	-	3.21299382963522e-08	1.99010254678571e-06	-28.6192346864542	9
NM_001146349	Rnf217	ring finger protein 217	231	-	chr10	31609495	31609495	+	4.36173381071309e-10	3.59373869882371e-08	-33.2922824302135	9
NM_001146349	Rnf217	ring finger protein 217	225	-	chr10	31609501	31609501	+	6.60239857924125e-14	9.11577526734451e-12	-40.6976744186046	9
NM_001146349	Rnf217	ring finger protein 217	222	-	chr10	31609504	31609504	-	1.90376723030095e-12	2.16420809803931e-10	-33.3333333333333	9
NM_001146349	Rnf217	ring finger protein 217	215	-	chr10	31609511	31609511	+	1.02331131462305e-11	1.05922264144209e-09	-34.0909090909091	9
NM_001146349	Rnf217	ring finger protein 217	137	-	chr10	31609589	31609589	-	3.43371162970282e-21	1.05725444866833e-18	-38.6861313868613	9
NM_175407	Sobp	sine oculis binding protein	228	-	chr10	43174303	43174303	-	3.33632573694743e-15	5.40032223940237e-13	-31.0790558261521	3
NM_175407	Sobp	sine oculis binding protein	-36	-	chr10	43174565	43174565	+	1.0550572324611e-08	7.03692808604061e-07	-39.0243902439024	3
NM_175407	Sobp	sine oculis binding protein	-43	-	chr10	43174572	43174572	+	8.45256187666486e-10	6.68659436913871e-08	-43.9024390243902	3
NM_011376	Sim1	single-minded family bHLH transcription factor 1	-490	+	chr10	50895161	50895161	-	1.11366383855733e-15	1.9081984438952e-13	-51.8284789644013	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	-478	+	chr10	50895173	50895173	-	7.49832043101069e-13	9.00571404360404e-11	-35.7441337190614	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	-400	+	chr10	50895251	50895251	+	7.58471664530707e-11	6.94101505025572e-09	-41.7741935483871	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	-384	+	chr10	50895267	50895267	-	1.83160442003611e-06	8.30113899246691e-05	-34.5825426944972	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	-284	+	chr10	50895367	50895367	-	5.26645877222813e-24	2.09556196297865e-21	-45.8183990442055	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	25	+	chr10	50895674	50895674	+	8.10826798454827e-06	0.000322595682274868	-27.2225044450089	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	61	+	chr10	50895710	50895710	+	1.75120488777367e-05	0.000649197292690309	-25.9842519685039	8
NM_011376	Sim1	single-minded family bHLH transcription factor 1	119	+	chr10	50895768	50895768	-	4.23031582719538e-23	1.56628896722607e-20	-27.0778432136392	8
NM_007731	Col13a1	collagen, type XIII, alpha 1	42	-	chr10	61979067	61979067	-	2.67024926025962e-34	2.63984805209137e-31	-44.0153474924458	5
NM_007731	Col13a1	collagen, type XIII, alpha 1	40	-	chr10	61979069	61979069	-	3.03422266761115e-34	2.97581649336593e-31	-43.0730860984602	5
NM_007731	Col13a1	collagen, type XIII, alpha 1	31	-	chr10	61979078	61979078	-	3.30021306136212e-38	4.54997505575176e-35	-42.9153605015674	5
NM_001304757	Col13a1	collagen, type XIII, alpha 1	-191	-	chr10	61979298	61979298	-	3.44106940916556e-05	0.00119398820156052	-33.4784836065574	5
NM_001304757	Col13a1	collagen, type XIII, alpha 1	-195	-	chr10	61979302	61979302	-	6.40875910833271e-11	5.9315265320731e-09	-55.5831265508685	5
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	282	-	chr10	70599010	70599010	+	3.18139461040264e-10	2.67121008133236e-08	-43.5507246376812	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	197	-	chr10	70599095	70599095	-	0.000258049977401418	0.0070323935166834	-84.3452253791925	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	195	-	chr10	70599097	70599097	-	4.15367898081641e-57	2.25463982887416e-53	-80.3365384615385	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	167	-	chr10	70599125	70599125	-	8.01892829695489e-14	1.09610743283427e-11	-39.8905234348272	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	151	-	chr10	70599141	70599141	-	0.000351658064960133	0.00913805666311738	-70.6956214689266	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	139	-	chr10	70599153	70599153	-	3.916508296194e-27	2.04611659634681e-24	-63.7317518248175	7
NM_178621	Phyhipl	phytanoyl-CoA hydroxylase interacting protein-like	81	-	chr10	70599211	70599211	+	1.79025864441607e-12	2.04189504679039e-10	-25.7926862204937	7
NM_198860	Lrrc75b	leucine rich repeat containing 75B	377	-	chr10	75559954	75559954	-	1.03897123981625e-13	1.40086752903489e-11	-26.4910480100353	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	349	-	chr10	75559982	75559982	-	5.4046378851041e-13	6.63046320901291e-11	-26.3229941701292	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	345	-	chr10	75559986	75559986	-	1.03840522281773e-11	1.07407334405045e-09	-25.1976071718561	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	339	-	chr10	75559992	75559992	+	0.000344504984792125	0.00898105294151922	-26.3492063492064	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	325	-	chr10	75560006	75560006	-	7.75424828370848e-07	3.77823485472137e-05	-33.7818895430334	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	305	-	chr10	75560026	75560026	+	1.26695645560719e-06	5.92533000103954e-05	-33.3431516936672	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	304	-	chr10	75560027	75560027	-	7.95957453384924e-10	6.32384831737515e-08	-38.3037694013304	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	33	-	chr10	75560298	75560298	-	9.29515965492264e-27	4.6859156154002e-24	-28.5012659772429	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	27	-	chr10	75560304	75560304	-	2.60537461237513e-25	1.16870924465963e-22	-28.044548044548	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	23	-	chr10	75560308	75560308	-	1.86234312931558e-22	6.48634088802707e-20	-26.0122927919538	11
NM_198860	Lrrc75b	leucine rich repeat containing 75B	0	-	chr10	75560331	75560331	-	7.37944447401957e-24	2.90552415065491e-21	-25.9483393724346	11
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	311	-	chr10	79637608	79637608	+	2.59417588225927e-19	6.64765855768242e-17	-36.236559139785	6
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	239	-	chr10	79637680	79637680	-	7.97669093052618e-14	1.09050671906346e-11	-32.1404226312202	6
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	205	-	chr10	79637714	79637714	+	3.92254545375027e-17	7.94134424334751e-15	-34.8457094546992	6
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	204	-	chr10	79637715	79637715	-	1.21346682205903e-24	5.10377970145866e-22	-48.0891719745223	6
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	82	-	chr10	79637837	79637837	-	3.0364874233693e-19	7.71694091867599e-17	-47.7562824092541	6
NM_001024539	Shc2	SHC (Src homology 2 domain containing) transforming protein 2	-447	-	chr10	79638364	79638364	+	0.000359087783523144	0.00929641462890135	-52.8592162554427	6
NM_001311124	Celf5	CUGBP, Elav-like family member 5	237	-	chr10	81482473	81482473	+	9.78700787139132e-05	0.00303252043795609	-66.8712965967111	3
NM_001311124	Celf5	CUGBP, Elav-like family member 5	236	-	chr10	81482474	81482474	-	0.000215359336218913	0.00602158265682145	-51.4794293263962	3
NM_001311124	Celf5	CUGBP, Elav-like family member 5	207	-	chr10	81482503	81482503	+	1.23197721263684e-13	1.64186409273382e-11	-26.563440860215	3
NM_001163614	Ascl4	achaete-scute family bHLH transcription factor 4	51	+	chr10	85928540	85928540	-	2.45699593224177e-13	3.14060540675523e-11	-30.8522727272727	5
NM_001163614	Ascl4	achaete-scute family bHLH transcription factor 4	67	+	chr10	85928556	85928556	+	2.69343121009013e-11	2.62666076910573e-09	-39.7319258281825	5
NM_001163614	Ascl4	achaete-scute family bHLH transcription factor 4	77	+	chr10	85928566	85928566	-	3.99117362005228e-10	3.30578246462447e-08	-31.6071428571429	5
NM_001163614	Ascl4	achaete-scute family bHLH transcription factor 4	397	+	chr10	85928886	85928886	+	0.000112680467963231	0.0034323965003472	-59.0495761623427	5
NM_001163614	Ascl4	achaete-scute family bHLH transcription factor 4	405	+	chr10	85928894	85928894	+	0.000300131889021948	0.00800099013164249	-60.8944880266904	5
NM_001128086	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B	-384	+	chr10	89873125	89873125	+	0.00011631695679586	0.00352710986055587	-27.3940345368917	3
NM_001128086	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B	30	+	chr10	89873537	89873537	-	8.65034889167115e-05	0.00271818854865664	-27.2727272727273	3
NM_001128086	Anks1b	ankyrin repeat and sterile alpha motif domain containing 1B	47	+	chr10	89873554	89873554	-	1.14678854054664e-07	6.47985898339889e-06	-50.4761904761905	3
NM_018797	Plxnc1	plexin C1	391	-	chr10	94944188	94944188	-	4.47035222687573e-18	1.011319942217e-15	-41.875	4
NM_018797	Plxnc1	plexin C1	149	-	chr10	94944430	94944430	-	6.31073650523316e-18	1.40230407545508e-15	-51.6666666666667	4
NM_018797	Plxnc1	plexin C1	147	-	chr10	94944432	94944432	-	3.99034005257595e-15	6.40726680699737e-13	-47.5274725274725	4
NM_018797	Plxnc1	plexin C1	138	-	chr10	94944441	94944441	-	4.5102852088164e-23	1.66494874645159e-20	-62.5442216981132	4
